Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Daily_Return,Cumulative_Return
2023-12-26 05:00:00+00:00,189.96716075,191.0347825609,189.96716075,190.6393737793,3103800,0.0,0.0,0.0,0.004165516321018359,0.08295780659343155
2023-12-27 05:00:00+00:00,190.7382257657,191.0249099646,189.8188935254,190.629486084,5882300,0.0,0.0,0.0,-5.1865966111730444e-05,0.08290163794053429
2023-12-28 05:00:00+00:00,191.3017112541,191.499415665,190.7678927524,190.8568725586,4807700,0.0,0.0,0.0,0.0011928190085965795,0.08419334359871011
2023-12-29 05:00:00+00:00,190.9556983181,191.3412271606,189.3246182347,190.2736053467,6095300,0.0,0.0,0.0,-0.0030560451089908236,0.08087999983380478
2024-01-02 05:00:00+00:00,187.6836550751,187.980219223,184.1150355281,185.2913970947,11772700,0.0,0.0,0.0,-0.026184442360893234,0.052577759779114164
2024-01-03 05:00:00+00:00,183.6009942012,184.6093062823,183.0770707368,183.4032897949,9095000,0.0,0.0,0.0,-0.010189935039644715,0.041852060782790135
2024-01-04 05:00:00+00:00,182.276347768,183.5416739972,181.8809389778,182.0588684082,6063600,0.0,0.0,0.0,-0.007330410420682498,0.034214857579618396
2024-01-05 05:00:00+00:00,182.2664592086,183.5812152454,181.3174570396,182.0094299316,8175300,0.0,0.0,0.0,-0.0002715521470184612,0.03393401431456433
2024-01-08 05:00:00+00:00,182.9288030627,186.7050071411,182.7409785903,186.5765075684,8217300,0.0,0.0,0.0,0.025092533054558164,0.05987803774498457
2024-01-09 05:00:00+00:00,185.1431069488,187.4068653563,184.7476981421,186.873046875,5316900,0.0,0.0,0.0,0.001589371086771374,0.06156257725368053
2024-01-10 05:00:00+00:00,186.9620188806,188.8698881651,186.5665950065,188.4645843506,4892700,0.0,0.0,0.0,0.008516677510291837,0.07060356338114437
2024-01-11 05:00:00+00:00,189.3938222661,190.3428245335,186.7643099198,189.4234771729,6648300,0.0,0.0,0.0,0.005087920500310927,0.07605070919897727
2024-01-12 05:00:00+00:00,189.7299025484,190.4713053116,189.0873595205,190.0363616943,4417300,0.0,0.0,0.0,0.0032355256621152684,0.07953229888232793
2024-01-16 05:00:00+00:00,189.7991163647,191.3115768666,188.7018396199,190.5108642578,5887800,0.0,0.0,0.0,0.0024969040623039618,0.08222778746479564
2024-01-17 05:00:00+00:00,189.0972686417,189.7991366694,187.5156182198,189.5717773438,7054500,0.0,0.0,0.0,-0.00492930898013888,0.0768931523134897
2024-01-18 05:00:00+00:00,192.1023888115,193.5950741875,191.3807610558,193.4171447754,9459400,0.0,0.0,0.0,0.020284493216657484,0.09873738415665767
2024-01-19 05:00:00+00:00,194.6825023561,197.9150229541,194.2574235519,197.8754730225,9166600,0.0,0.0,0.0,0.023050326031216484,0.12406363908415452
2024-01-22 05:00:00+00:00,198.8442365078,199.961288285,197.9940939776,198.7453918457,7484500,0.0,0.0,0.0,0.004396294345692331,0.12900535370485855
2024-01-23 05:00:00+00:00,198.9332238471,199.6746267184,197.776637178,199.5461120605,6631900,0.0,0.0,0.0,0.004028874367168589,0.13355397443479622
2024-01-24 05:00:00+00:00,200.9201507568,202.9367596552,200.3467974711,200.9201507568,8825600,0.0,0.0,0.0,0.0068858204357467034,0.14135942355698128
2024-01-25 05:00:00+00:00,202.7687493727,203.7869415007,200.831224872,201.7604522705,8535700,0.0,0.0,0.0,0.004182265992409562,0.14613289225923976
2024-01-26 05:00:00+00:00,200.346799677,201.2364920615,198.9826137377,199.4373474121,5276500,0.0,0.0,0.0,-0.011514173527354177,0.1329361192523586
2024-01-29 05:00:00+00:00,199.6844785294,201.3056786428,199.289069754,201.2661437988,3819800,0.0,0.0,0.0,0.00916977893273474,0.14332489301081308
2024-01-30 05:00:00+00:00,201.196968416,201.5034125244,198.9925347569,199.6054229736,6125800,0.0,0.0,0.0,-0.00825136703995355,0.13389089967266532
2024-01-31 05:00:00+00:00,197.7074147158,198.5180223564,195.3151568078,195.4140014648,8147600,0.0,0.0,0.0,-0.020998535241972704,0.11008085165533665
2024-02-01 05:00:00+00:00,196.1949629393,198.1522622087,196.0664482872,197.8754730225,7151700,0.0,0.0,0.0,0.012596188293822808,0.12406363908415452
2024-02-02 05:00:00+00:00,196.5310477585,200.5544007772,196.4717379492,199.9217376709,6436100,0.0,0.0,0.0,0.010341173755108679,0.13568777648772357
2024-02-05 05:00:00+00:00,200.7323235131,200.9498028628,198.4982352932,200.376449585,5043100,0.0,0.0,0.0,0.0022744495891111605,0.13827084108431453
2024-02-06 05:00:00+00:00,200.593949711,200.9399437351,198.1720367943,199.4571380615,6338600,0.0,0.0,0.0,-0.004587922010815038,0.1330485432382349
2024-02-07 05:00:00+00:00,200.8608405593,202.1459417089,200.0601279824,202.0965118408,5682900,0.0,0.0,0.0,0.013232786777910066,0.14804193301992807
2024-02-08 05:00:00+00:00,202.4425028104,203.2728854247,202.1953685393,202.7291870117,4974100,0.0,0.0,0.0,0.003130559578377934,0.15163594668972302
2024-02-09 05:00:00+00:00,203.5793204474,205.7244440143,203.3420661276,205.45753479,5806100,0.0,0.0,0.0,0.013458090660337652,0.16713476766797708
2024-02-12 05:00:00+00:00,205.4476709149,206.0803340667,203.5991113323,203.8956604004,5376600,0.0,0.0,0.0,-0.007601932882122853,0.158262287499773
2024-02-13 05:00:00+00:00,199.4769087547,201.7802021692,198.8739004781,200.4357910156,9729700,0.0,0.0,0.0,-0.01696882306374592,0.13860793968177965
2024-02-14 05:00:00+00:00,201.9284706683,202.6896333486,200.50497488,202.5314788818,5895800,0.0,0.0,0.0,0.0104556569242511,0.15051283367032076
2024-02-15 05:00:00+00:00,202.7983877746,202.9961072692,200.9794830612,202.1064147949,5398200,0.0,0.0,0.0,-0.002098755656389062,0.1480981883529069
2024-02-16 05:00:00+00:00,202.6500930879,203.0553968942,199.9810460981,200.2479553223,5545200,0.0,0.0,0.0,-0.009195450201251565,0.13754090863576063
2024-02-20 05:00:00+00:00,199.071615946,199.7833639002,196.2246241293,198.2115783691,8723800,0.0,0.0,0.0,-0.010169277134053245,0.12597293988452085
2024-02-21 05:00:00+00:00,196.2938206839,196.9660186768,194.8110150226,196.9660186768,7977200,0.0,0.0,0.0,-0.006283990584952659,0.11889733653137502
2024-02-22 05:00:00+00:00,202.0569944595,203.964879069,201.5923807761,203.4113006592,9275800,0.0,0.0,0.0,0.03272281191293214,0.15551080362457204
2024-02-23 05:00:00+00:00,205.0225968057,205.2796261158,202.2942397295,202.9367828369,6162000,0.0,0.0,0.0,-0.0023327997056320493,0.15281522836202188
2024-02-26 05:00:00+00:00,203.8264485985,204.3305970437,202.9268762989,203.134475708,9124400,0.0,0.0,0.0,0.0009741598754864356,0.15393825470134193
2024-02-27 05:00:00+00:00,203.6880573442,203.6880573442,201.7999480033,203.3124084473,4992200,0.0,0.0,0.0,0.000875935700623165,0.15494903041494967
2024-02-28 05:00:00+00:00,202.6402150749,202.9071092177,201.6220231213,202.3535308838,4164500,0.0,0.0,0.0,-0.004716276644514461,0.149501971277199
2024-02-29 05:00:00+00:00,203.4310298719,205.0917799349,202.2942183148,204.6073913574,5993400,0.0,0.0,0.0,0.011138231508766028,0.16230539035306735
2024-03-01 05:00:00+00:00,205.1313249109,208.6406345766,205.0324802528,208.3440704346,6568400,0.0,0.0,0.0,0.018262678842686286,0.1835322004142086
2024-03-04 05:00:00+00:00,208.0475213764,209.5402069434,207.5829077401,208.3440704346,10221900,0.0,0.0,0.0,0.0,0.1835322004142086
2024-03-05 05:00:00+00:00,206.2879055292,206.3867652683,201.908693613,203.223449707,9021400,0.0,0.0,0.0,-0.024577712804201957,0.15444368589790303
2024-03-06 05:00:00+00:00,205.3488062604,206.3768932849,203.4607118751,204.834777832,7151600,0.0,0.0,0.0,0.007928849388804116,0.1635970960112434
2024-03-07 05:00:00+00:00,206.5844704121,208.6999391155,205.5563985075,208.067276001,6060400,0.0,0.0,0.0,0.01578100263643334,0.18195982485114293
2024-03-08 05:00:00+00:00,208.4429348622,209.9158605809,204.8446603982,204.9731750488,7456100,0.0,0.0,0.0,-0.014870675541429956,0.1643832837927761
2024-03-11 04:00:00+00:00,204.0340495649,204.8644321851,202.9367727904,204.4096984863,7824200,0.0,0.0,0.0,-0.0027490258779757637,0.1611823640137473
2024-03-12 04:00:00+00:00,206.3769113396,208.6208798783,204.4195968624,208.6011199951,8691400,0.0,0.0,0.0,0.020505003137514688,0.18499241203107597
2024-03-13 04:00:00+00:00,207.9684291606,208.0870487797,205.4871915144,206.3472290039,6407700,0.0,0.0,0.0,-0.010804788542136956,0.1721888195950434
2024-03-14 04:00:00+00:00,207.2171473502,207.948670253,205.1313334127,206.3867797852,8011600,0.0,0.0,0.0,0.0001916710076066419,0.17241349420720042
2024-03-15 04:00:00+00:00,203.4211627147,204.3503899997,202.442505558,203.2728881836,9816700,0.0,0.0,0.0,-0.015087650501843242,0.1547245291629573
2024-03-18 04:00:00+00:00,205.0541692858,206.3710963486,204.1135114148,204.2719421387,7088300,0.339,0.0,0.0,0.004914841147913629,0.16039981679339266
2024-03-19 04:00:00+00:00,203.2718969724,205.3611552933,202.2520235611,205.331451416,6695100,0.0,0.0,0.0,0.005186758720786999,0.16641853066274548
2024-03-20 04:00:00+00:00,205.4898619825,207.6979355958,204.7670425242,207.6286315918,6678700,0.0,0.0,0.0,0.011187668328248135,0.1794680343157229
2024-03-21 04:00:00+00:00,209.8465958267,209.8465958267,207.5989221441,207.7771453857,6156000,0.0,0.0,0.0,0.0007152857135426238,0.18031169095024913
2024-03-22 04:00:00+00:00,207.7870735712,208.6089009524,207.0444464536,207.8464813232,5753500,0.0,0.0,0.0,0.0003337033886536833,0.18070556496118684
2024-03-25 04:00:00+00:00,205.8760156197,207.3513734346,205.2819230571,206.470123291,4388900,0.0,0.0,0.0,-0.006621993422442296,0.1728869404761728
2024-03-26 04:00:00+00:00,207.2127647251,207.5494187115,205.4502643154,205.6185913086,4269200,0.0,0.0,0.0,-0.0041242382618227325,0.16804967527946868
2024-03-27 04:00:00+00:00,206.9157247518,207.0246440028,205.0839051056,206.668182373,6247500,0.0,0.0,0.0,0.005104553327207384,0.17401204713576002
2024-03-28 04:00:00+00:00,206.1829952319,206.8167031213,205.8067410877,206.2226104736,4427200,0.0,0.0,0.0,-0.0021559772495400864,0.17148090387144932
2024-04-01 04:00:00+00:00,206.6582518952,208.0048828169,206.0443366236,206.796875,5827400,0.0,0.0,0.0,0.00278468265473486,0.17474310642481328
2024-04-02 04:00:00+00:00,204.499705756,205.1037097557,203.143178375,204.8066558838,5709100,0.0,0.0,0.0,-0.009624028971424226,0.16343734473460003
2024-04-03 04:00:00+00:00,203.7768762627,206.4107306314,203.7273647683,205.3512420654,5335000,0.0,0.0,0.0,0.0026590257980139143,0.16653095464862222
2024-04-04 04:00:00+00:00,207.3117865774,208.0346212018,201.9945811152,202.1035003662,8232400,0.0,0.0,0.0,-0.015815544461940223,0.1480816324691474
2024-04-05 04:00:00+00:00,202.9847437237,205.4601674276,202.4203398669,204.4204864502,6404400,0.0,0.0,0.0,0.011464354055232828,0.16124364678808334
2024-04-08 04:00:00+00:00,204.5492344982,205.2225425632,203.4303380334,204.1828765869,4062900,0.0,0.0,0.0,-0.0011623583693892714,0.1598938655163391
2024-04-09 04:00:00+00:00,205.2324541065,205.6582197759,202.6481108854,205.2126464844,4700400,0.0,0.0,0.0,0.005043370505468214,0.1657436400271577
2024-04-10 04:00:00+00:00,202.8758398451,203.450140001,201.8262625325,202.6976165771,6918400,0.0,0.0,0.0,-0.01225572570885003,0.15145660572814834
2024-04-11 04:00:00+00:00,203.5986439395,207.0840447447,202.6183858225,206.7473907471,5281800,0.0,0.0,0.0,0.01997938721918624,0.17446200312008098
2024-04-12 04:00:00+00:00,204.2818850938,205.242350802,202.6481113186,203.4006347656,8093400,0.0,0.0,0.0,-0.016187657650266973,0.15545021429032624
2024-04-15 04:00:00+00:00,204.6482186675,204.7769455333,199.2320055704,199.5389556885,8594500,0.0,0.0,0.0,-0.018985580264044843,0.13351332150580952
2024-04-16 04:00:00+00:00,199.9746420595,201.0143079641,198.9844725437,199.7765960693,7457000,0.0,0.0,0.0,0.0011909473013931304,0.13486327613715
2024-04-17 04:00:00+00:00,200.5093306514,200.8459846669,196.7466834001,196.8952178955,6545200,0.0,0.0,0.0,-0.014423001645300304,0.1184951412382329
2024-04-18 04:00:00+00:00,196.835788105,197.3407842193,194.43957973,194.6475219727,7640300,0.0,0.0,0.0,-0.011415695855005237,0.105726740890556
2024-04-19 04:00:00+00:00,193.9049069332,194.5386148479,190.1521558363,190.6373443604,10940000,0.0,0.0,0.0,-0.020602253610310206,0.08294627815102706
2024-04-22 04:00:00+00:00,192.102777467,193.4989200751,190.191757602,192.340423584,6646700,0.0,0.0,0.0,0.008933607574706626,0.09262089522451733
2024-04-23 04:00:00+00:00,193.1424652429,195.4792659276,192.8553227284,195.1921234131,6075800,0.0,0.0,0.0,0.014826315633305276,0.10882043748466064
2024-04-24 04:00:00+00:00,196.6377597211,197.449705973,195.0039860702,196.0832672119,4580100,0.0,0.0,0.0,0.004565470077468214,0.11388272401328203
2024-04-25 04:00:00+00:00,193.6375318581,196.0238438172,192.7760892864,195.6574859619,5784000,0.0,0.0,0.0,-0.00217143082147786,0.11146400473484785
2024-04-26 04:00:00+00:00,197.2021583262,199.311209056,196.4298273364,197.8655700684,5052100,0.0,0.0,0.0,0.011285456805521621,0.12400738375117504
2024-04-29 04:00:00+00:00,198.8854290381,199.1824828839,197.5586056498,198.7171020508,3747400,0.0,0.0,0.0,0.004303588452026608,0.12884464894787917
2024-04-30 04:00:00+00:00,198.0339042558,198.8359391506,194.281168418,194.3405761719,7464500,0.0,0.0,0.0,-0.02202390148474076,0.10398308560787428
2024-05-01 04:00:00+00:00,193.3008959302,196.5486507644,192.3107264049,192.3503265381,10226800,0.0,0.0,0.0,-0.01024104010085658,0.09267715055749659
2024-05-02 04:00:00+00:00,194.8059563453,195.3901527346,192.3503250631,195.1228027344,6670000,0.0,0.0,0.0,0.014413680736595103,0.1084266501538047
2024-05-03 04:00:00+00:00,200.4004071424,201.2321459073,199.6874838843,200.5588378906,6658200,0.0,0.0,0.0,0.027859558596026623,0.1393069273631622
2024-05-06 04:00:00+00:00,201.3212622033,202.9154205322,201.0142969788,202.9154205322,4010500,0.0,0.0,0.0,0.011750081254885636,0.1526938763339334
2024-05-07 04:00:00+00:00,203.5095336403,203.6085566326,202.2322216487,202.2520141602,5010400,0.0,0.0,0.0,-0.0032693738615825474,0.14892528910424097
2024-05-08 04:00:00+00:00,201.5291896248,203.0441476947,201.4796781299,202.8263092041,3588000,0.0,0.0,0.0,0.0028395022234246614,0.15218766501720138
2024-05-09 04:00:00+00:00,202.4995567458,202.9253374826,201.7569296291,202.7669067383,4794800,0.0,0.0,0.0,-0.0002928735726301923,0.15185021969940737
2024-05-10 04:00:00+00:00,203.8263896629,204.7373437543,202.8758203321,203.5194244385,4376900,0.0,0.0,0.0,0.0037112451548675374,0.15612501824640002
2024-05-13 04:00:00+00:00,205.0146041819,205.1829311889,203.8363000239,204.4799041748,3291000,0.0,0.0,0.0,0.004719351673433181,0.16158117878595912
2024-05-14 04:00:00+00:00,204.4105847137,206.5790582376,204.2917692139,206.2919006348,4912600,0.0,0.0,0.0,0.008861489187959481,0.17187451784270813
2024-05-15 04:00:00+00:00,207.5890135304,211.0051101275,207.4404941604,210.9357910156,7154300,0.0,0.0,0.0,0.022511258883697538,0.1982548884930735
2024-05-16 04:00:00+00:00,211.0645369737,211.7180524783,210.1139675936,210.2030792236,6033300,0.0,0.0,0.0,-0.003473624786349272,0.1940926006120398
2024-05-17 04:00:00+00:00,210.6882403049,210.8169671596,208.5890860458,209.7376861572,3808000,0.0,0.0,0.0,-0.0022140164079375024,0.19144886000168793
2024-05-20 04:00:00+00:00,209.9456162749,212.5992781185,209.7574816719,212.2032012939,3138400,0.0,0.0,0.0,0.01175523188928529,0.20545461763523232
2024-05-21 04:00:00+00:00,211.3912929217,212.89633969,211.0150236752,212.5497894287,3070200,0.0,0.0,0.0,0.0016332841949917576,0.20742346760999575
2024-05-22 04:00:00+00:00,213.153781795,213.8072821495,211.7675354993,213.0250549316,5891500,0.0,0.0,0.0,0.0022360196365165397,0.21012329019316267
2024-05-23 04:00:00+00:00,215.4608870461,215.4806795575,210.6189588448,211.2922668457,4700200,0.0,0.0,0.0,-0.00813419851696029,0.2002799071207344
2024-05-24 04:00:00+00:00,211.826946506,213.5300391954,211.1239346464,213.0745697021,2953200,0.0,0.0,0.0,0.00843524887591629,0.21040456685805942
2024-05-28 04:00:00+00:00,214.2825971174,214.4509241288,212.6389120293,213.9756469727,4393200,0.0,0.0,0.0,0.004228929204737053,0.2155232820803925
2024-05-29 04:00:00+00:00,211.7180520764,213.6389682362,211.7180520764,212.6190948486,4284500,0.0,0.0,0.0,-0.006339750075731954,0.20781716826076946
2024-05-30 04:00:00+00:00,210.252577573,210.5694390495,207.1236384821,207.7672576904,5225300,0.0,0.0,0.0,-0.022819385820708527,0.18025552229735142
2024-05-31 04:00:00+00:00,208.3811671638,208.4207824045,203.5095350624,208.0940246582,6040500,0.0,0.0,0.0,0.0015727548769350896,0.1821117749260741
2024-06-03 04:00:00+00:00,209.6881897563,209.8763243702,206.1235736741,208.6188049316,4814000,0.0,0.0,0.0,0.002521842106047778,0.18509287417413756
2024-06-04 04:00:00+00:00,208.5098928948,209.391143136,207.4405080332,209.0544891357,3202700,0.0,0.0,0.0,0.002088422490210462,0.187567848785551
2024-06-05 04:00:00+00:00,210.7080635252,213.6983795166,210.3714095359,213.6983795166,4394400,0.0,0.0,0.0,0.022213779766697916,0.21394821943648434
2024-06-06 04:00:00+00:00,213.8171817817,213.9657011476,212.4210393073,212.9854431152,3528800,0.0,0.0,0.0,-0.003336180662729893,0.20989826886124496
2024-06-07 04:00:00+00:00,213.213195055,214.3914991487,212.4309527081,213.4805450439,3199300,0.0,0.0,0.0,0.002324581067412179,0.21271077547053463
2024-06-10 04:00:00+00:00,212.7577154752,214.5994313482,212.6190923497,214.0251312256,3367400,0.0,0.0,0.0,0.00255098740537707,0.21580438538512503
2024-06-11 04:00:00+00:00,213.4805335706,218.0650077235,213.3815105848,218.0055999756,6359600,0.0,0.0,0.0,0.018598137177658236,0.23841608212571597
2024-06-12 04:00:00+00:00,220.1740662981,225.0754017598,219.7680932219,222.8277130127,8910600,0.0,0.0,0.0,0.02211921637627512,0.26580887541011355
2024-06-13 04:00:00+00:00,224.8971905887,225.5209870642,223.2238018114,224.5902404785,6346800,0.0,0.0,0.0,0.00790982163739895,0.27582119784164405
2024-06-14 04:00:00+00:00,224.2733882816,225.5606116334,224.1248689024,225.4318847656,3932300,0.0,0.0,0.0,0.0037474659865310844,0.2806022943854509
2024-06-17 04:00:00+00:00,225.9863722824,229.6499962733,225.2140413101,228.8479614258,5801300,0.0,0.0,0.0,0.015153476021158241,0.30000787054606115
2024-06-18 04:00:00+00:00,229.0757088274,229.8876399217,228.2241624941,229.1351165771,4338900,0.0,0.0,0.0,0.0012547857079912017,0.30163910184229836
2024-06-20 04:00:00+00:00,230.1649006327,230.3035237604,225.7982494474,226.5606842041,6621500,0.0,0.0,0.0,-0.011235433535713657,0.2870146222260632
2024-06-21 04:00:00+00:00,226.6101697664,227.501316184,225.1348119194,226.1645965576,6780100,0.0,0.0,0.0,-0.0017482629340189737,0.28476458226648504
2024-06-24 04:00:00+00:00,223.8137981587,224.8255470994,220.5603458155,220.6198577881,6874300,0.4,0.0,0.0,-0.02451638697610148,0.2532667965944506
2024-06-25 04:00:00+00:00,222.2366564203,224.7858482786,220.986844532,224.6668243408,4563100,0.0,0.0,0.0,0.01834361871716461,0.2762562448620616
2024-06-26 04:00:00+00:00,224.3295812094,225.4702676483,222.6631703928,224.4089355469,4729800,0.0,0.0,0.0,-0.00114787216428891,0.27479126584408453
2024-06-27 04:00:00+00:00,223.972499524,225.6289816278,223.7046805206,224.5180511475,3961800,0.0,0.0,0.0,0.00048623554286764126,0.2754111146672751
2024-06-28 04:00:00+00:00,225.3016406179,228.5253367259,224.0915134835,224.3990020752,6244100,0.0,0.0,0.0,-0.0005302427652990049,0.2747348371509408
2024-07-01 04:00:00+00:00,224.7362620115,226.4720983791,221.4728811646,226.0951690674,4640800,0.0,0.0,0.0,0.007558710050018735,0.28437018817562265
2024-07-02 04:00:00+00:00,224.1312236359,227.2458097773,224.1312236359,227.2259674072,3538300,0.0,0.0,0.0,0.0050014263660047575,0.29079387109847477
2024-07-03 04:00:00+00:00,226.8986207841,230.4000496558,226.71015612,230.2909393311,3124600,0.0,0.0,0.0,0.013488651666327511,0.30820493999875254
2024-07-05 04:00:00+00:00,230.5488234426,232.0168559785,229.5966016663,230.9951934814,3335900,0.0,0.0,0.0,0.0030581062040286877,0.3122055696419037
2024-07-08 04:00:00+00:00,231.7391440067,233.2468311426,231.3423722851,232.5723419189,3835500,0.0,0.0,0.0,0.006827624478805472,0.32116481651041573
2024-07-09 04:00:00+00:00,233.7626148557,234.3180801022,231.0547142117,232.3838653564,4339300,0.0,0.0,0.0,-0.0008103997274350183,0.32009414490321886
2024-07-10 04:00:00+00:00,233.9808264013,235.9249698235,232.6715176765,235.7563323975,4374700,0.0,0.0,0.0,0.014512483626725636,0.3392519895668633
2024-07-11 04:00:00+00:00,236.1134198675,236.2126165729,229.1899166395,229.8544921875,7053000,0.0,0.0,0.0,-0.025033644483615003,0.30572563138607234
2024-07-12 04:00:00+00:00,230.4893263453,234.367684692,229.68588444,231.9077606201,4883800,0.0,0.0,0.0,0.00893290539183833,0.3173895549189425
2024-07-15 04:00:00+00:00,233.0880977515,234.6156269963,231.0050881916,232.3243255615,4314000,0.0,0.0,0.0,0.0017962527010142448,0.3197559194652535
2024-07-16 04:00:00+00:00,232.8699273517,232.9889513059,229.8942074159,231.5506896973,3826100,0.0,0.0,0.0,-0.003329982180429125,0.3153611557709184
2024-07-17 04:00:00+00:00,226.2538949608,226.4820292343,222.4350486073,222.5441589355,6220200,0.0,0.0,0.0,-0.03889658361015458,0.26419810059792526
2024-07-18 04:00:00+00:00,224.9842497522,225.0239193545,219.7568980234,222.5639953613,5418600,0.0,0.0,0.0,8.913478518079998e-05,0.264310784624048
2024-07-19 04:00:00+00:00,221.3836279492,222.7425350956,218.5963729322,219.0823974609,4236400,0.0,0.0,0.0,-0.015643131741718164,0.244533004457699
2024-07-22 04:00:00+00:00,221.978748583,224.5279555485,221.0364404367,224.2700653076,5300800,0.0,0.0,0.0,0.023679071923730532,0.2740023909817093
2024-07-23 04:00:00+00:00,223.3376802514,225.3909189195,223.0797748644,223.3773498535,2765400,0.0,0.0,0.0,-0.003980537718556332,0.2689311764108757
2024-07-24 04:00:00+00:00,220.4611352171,221.1554818816,213.6169863599,214.1327819824,7150400,0.0,0.0,0.0,-0.04138543087364488,0.2164159129261105
2024-07-25 04:00:00+00:00,213.9046594364,217.0986000067,208.7566767228,211.841506958,10579000,0.0,0.0,0.0,-0.010700253381046188,0.2033999544410645
