earnings_date,trading_date,pre_earnings_price,earnings_day_price,post_earnings_price,pre_to_earnings_return,earnings_to_post_return,total_window_return
2024-07-31,2024-07-31 04:00:00,123.4940261841,116.9764404297,104.7110137939,-0.052776526572093696,-0.10485382005764857,-0.15209652620928424
2024-10-31,2024-10-31 04:00:00,143.5488586426,132.7219543457,145.2183532715,-0.07542313048866683,0.09415472359042212,0.011630149098270523
2025-01-31,2025-01-31 05:00:00,147.0379943848,120.0438537598,132.7710876465,-0.18358615906005923,0.10602153703067863,-0.09702870879048672
2025-04-30,2025-04-30 04:00:00,96.8978118896,108.9062957764,116.6353225708,0.12392936076288073,0.07096951318837234,0.2036940803543409
2025-07-31,2025-07-31 04:00:00,167.0205841064,177.8599700928,182.0497283936,0.06489850364488489,0.023556499523832916,0.089983784738926
